id_subsls,kd_prov,kd_kab,kd_kec,kd_desa,kd_sls,nama_prov,nama_kab,nama_kec,nama_desa,nama_sls,kd_pos
7103090012000100,71,03,090,012,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,BUNGALAWANG,RT 01 LINGKUNGAN 1,95811
7103092004000400,71,03,092,004,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,BEHA,RT 04 LINGKUNGAN III,95818
7103101004200400,71,03,101,004,2004,SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,BUKIDE TIMUR,TOADE BUKIDE BATU,95842
7103061001000200,71,03,061,001,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,LEHUPU,LINDONGAN 02,95859
7103101005000100,71,03,101,005,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,NANUSA,LINDONGAN 001,95842
7103040012000500,71,03,040,012,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU SELATAN,KALUWATU,LINDONGAN 5,95854
7103092002000400,71,03,092,002,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,ANGGES,RT 04 LINGKUNGAN III,95817
7103041001000100,71,03,041,001,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,PARA,LINDONGAN 1,95851
7103100011000100,71,03,100,011,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE,LINDONGAN 01,95856
7103091006000400,71,03,091,006,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,ENENGPAHEMBANG,RT 04 LINGKUNGAN 2,95815
7103090012000200,71,03,090,012,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,BUNGALAWANG,RT 02 LINGKUNGAN 1,95811
7103060010000100,71,03,060,010,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,BINEBAS,LINDONGAN 1,95858
7103040012000101,71,03,040,012,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU SELATAN,KALUWATU,LINDONGAN 1,95854
7103092005000600,71,03,092,005,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,AKEMBAWI,RT 06 LINGKUNGAN II,95818
7103041003000400,71,03,041,003,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,KAHAKITANG,LINDONGAN 4,95851
7103041004000100,71,03,041,004,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,KALAMA,LINDONGAN 1,95851
7103050020000100,71,03,050,020,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,HESANG,LINDONGAN 01,95855
7103091006000100,71,03,091,006,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,ENENGPAHEMBANG,RT 01 LINGKUNGAN 1,95815
7103062006000100,71,03,062,006,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGGARA,MALISADE,LINDONGAN 01,95850
7103091006000300,71,03,091,006,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,ENENGPAHEMBANG,RT 03 LINGKUNGAN 2,95815
7103050020000200,71,03,050,020,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,HESANG,LINDONGAN 02,95855
7103080014000200,71,03,080,014,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,HIUNG,LINDONGAN 02,95853
7103080014000100,71,03,080,014,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,HIUNG,LINDONGAN 01,95853
7103110005000400,71,03,110,005,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,PEMPALARAENG,LINDONGAN 04,95852
7103090012000500,71,03,090,012,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,BUNGALAWANG,RT 05 LINGKUNGAN 2,95811
7103092003000400,71,03,092,003,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,MITUNG,RT 04 LINGKUNGAN II,95817
7103060012000100,71,03,060,012,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,PALARENG,LINDONGAN 1,95858
7103070006000200,71,03,070,006,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,BUNGALAWANG,LINDONGAN 02,95857
7103070006000400,71,03,070,006,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,BUNGALAWANG,LINDONGAN 04,95857
7103090012001100,71,03,090,012,0011,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,BUNGALAWANG,RT 11 LINGKUNGAN 4,95811
7103091001000500,71,03,091,001,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,LESA,RT 05 LINGKUNGAN 3,95812
7103110005000100,71,03,110,005,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,PEMPALARAENG,LINDONGAN 01,95852
7103110008000300,71,03,110,008,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,KAWALUSO,LINDONGAN 03,95852
7103060019000200,71,03,060,019,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,BULO,LINDONGAN 2,95858
7103090009000100,71,03,090,009,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MAHENA,RT 01 LINGKUNGAN 01,95813
7103090009000500,71,03,090,009,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MAHENA,RT 05 LINGKUNGAN 03,95813
7103092005000800,71,03,092,005,0008,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,AKEMBAWI,RT 08 LINGKUNGAN III,95818
7103100011000200,71,03,100,011,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE,LINDONGAN 02,95856
7103091001000200,71,03,091,001,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,LESA,RT 02 LINGKUNGAN 1,95812
7103091001000600,71,03,091,001,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,LESA,RT 06 LINGKUNGAN 3,95812
7103092006000200,71,03,092,006,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,BEHA BARU,RT 02 LINGKUNGAN I,95815
7103101004000400,71,03,101,004,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,BUKIDE TIMUR,LINDONGAN 004,95842
7103090009000200,71,03,090,009,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MAHENA,RT 02 LINGKUNGAN 01,95813
7103080007000100,71,03,080,007,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG I,LINDONGAN 01,95853
7103100011000400,71,03,100,011,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE,LINDONGAN 04,95856
7103100011000300,71,03,100,011,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE,LINDONGAN 03,95856
7103100026000200,71,03,100,026,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE I,LINDONGAN 02,95856
7103090009000300,71,03,090,009,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MAHENA,RT 03 LINGKUNGAN 02,95813
7103061005000100,71,03,061,005,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,HANGKE,LINDONGAN 01,95859
7103070008000300,71,03,070,008,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,GUNUNG,LINDONGAN 3,95857
7103100026000100,71,03,100,026,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE I,LINDONGAN 01,95856
7103090009000400,71,03,090,009,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MAHENA,RT 04 LINGKUNGAN 02,95813
7103091001000100,71,03,091,001,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,LESA,RT 01 LINGKUNGAN 1,95812
7103110007000300,71,03,110,007,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,LIPAENG,LINDONGAN 03,95852
7103040012000400,71,03,040,012,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU SELATAN,KALUWATU,LINDONGAN 4,95854
7103062001000200,71,03,062,001,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGGARA,PINTARENG,LINDONGAN 02,95850
7103090009000600,71,03,090,009,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MAHENA,RT 06 LINGKUNGAN 03,95813
7103110002000300,71,03,110,002,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,KENDAHE SATU,LINDONGAN 03,95852
7103040012000102,71,03,040,012,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU SELATAN,KALUWATU,LINDONGAN 1,95854
7103091001000300,71,03,091,001,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,LESA,RT 03 LINGKUNGAN 2,95812
7103050020000300,71,03,050,020,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,HESANG,LINDONGAN 03,95855
7103050016000200,71,03,050,016,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALAMA DARAT,LINDONGAN 02,95855
7103091001000400,71,03,091,001,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,LESA,RT 04 LINGKUNGAN 2,95812
7103101004000200,71,03,101,004,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,BUKIDE TIMUR,LINDONGAN 002,95842
7103080007000200,71,03,080,007,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG I,LINDONGAN 02,95853
7103080007000300,71,03,080,007,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG I,LINDONGAN 03,95853
7103060012000300,71,03,060,012,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,PALARENG,LINDONGAN 3,95858
7103090013001000,71,03,090,013,0010,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 10 LINGKUNGAN 5,95811
7103050016000100,71,03,050,016,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALAMA DARAT,LINDONGAN 01,95855
7103050016000300,71,03,050,016,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALAMA DARAT,LINDONGAN 03,95855
7103060016000200,71,03,060,016,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,SIMUENG,LINDONGAN 2,95858
7103100026000300,71,03,100,026,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALEKUBE I,LINDONGAN 03,95856
7103061003000100,71,03,061,003,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,BEENG,LINDONGAN 01,95859
7103070008000200,71,03,070,008,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,GUNUNG,LINDONGAN 2,95857
7103090013000600,71,03,090,013,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 06 LINGKUNGAN 3,95811
7103091007000700,71,03,091,007,0007,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 07 LINGKUNGAN 3,95815
7103070008000400,71,03,070,008,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,GUNUNG,LINDONGAN 4,95857
7103100007000200,71,03,100,007,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALURAE,LINDONGAN 02,95856
7103100007000300,71,03,100,007,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALURAE,LINDONGAN 03,95856
7103100007000100,71,03,100,007,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,KALURAE,LINDONGAN 01,95856
7103110006000400,71,03,110,006,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,MOHONGSAWANG,LINDONGAN 04,95852
7103100001000100,71,03,100,001,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LENGANENG,LINDONGAN 01,95856
7103100001000200,71,03,100,001,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LENGANENG,LINDONGAN 02,95856
7103050004000300,71,03,050,004,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA,LINDONGAN 03,95855
7103100001000300,71,03,100,001,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LENGANENG,LINDONGAN 03,95856
7103061002000100,71,03,061,002,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,TAMBUNG,LINDONGAN 01,95859
7103080006000300,71,03,080,006,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,LINDONGAN 03,95853
7103110006000300,71,03,110,006,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,MOHONGSAWANG,LINDONGAN 03,95852
7103070008000100,71,03,070,008,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,GUNUNG,LINDONGAN 1,95857
7103080006000100,71,03,080,006,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,LINDONGAN 01,95853
7103091007000200,71,03,091,007,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 02 LINGKUNGAN 1,95815
7103090013000400,71,03,090,013,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 04 LINGKUNGAN 2,95811
7103092002000300,71,03,092,002,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,ANGGES,RT 03 LINGKUNGAN II,95817
7103092002000200,71,03,092,002,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,ANGGES,RT 02 LINGKUNGAN II,95817
7103050004000200,71,03,050,004,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA,LINDONGAN 02,95855
7103041002000300,71,03,041,002,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,MAHENGETANG,LINDONGAN 3,95851
7103100024000500,71,03,100,024,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 05,95856
7103070003000400,71,03,070,003,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR I,LINDONGAN 04,95857
7103041004000300,71,03,041,004,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,KALAMA,LINDONGAN 3,95851
7103050004000400,71,03,050,004,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA,LINDONGAN 04,95855
7103100024000400,71,03,100,024,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 04,95856
7103091007001000,71,03,091,007,0010,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 10 LINGKUNGAN 2,95815
7103050004000100,71,03,050,004,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA,LINDONGAN 01,95855
7103060021000200,71,03,060,021,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,KALAGHENG,LINDONGAN 2,95858
7103061007000100,71,03,061,007,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,BEENG LAUT,LINDONGAN 01,95859
7103050019000300,71,03,050,019,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA I,LINDONGAN 03,95855
7103050019000100,71,03,050,019,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA I,LINDONGAN 01,95855
7103070003000300,71,03,070,003,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR I,LINDONGAN 03,95857
7103080006200100,71,03,080,006,2001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,HUTAN,95853
7103090013000100,71,03,090,013,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 01 LINGKUNGAN 1,95811
7103090013000200,71,03,090,013,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 02 LINGKUNGAN 1,95811
7103040011000800,71,03,040,011,0008,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU SELATAN,LAINE,LINDONGAN 8,95854
7103101002000300,71,03,101,002,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,NANEDAKELE,LINDONGAN 003,95842
7103050019000200,71,03,050,019,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,KALINDA I,LINDONGAN 02,95855
7103070003000200,71,03,070,003,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR I,LINDONGAN 02,95857
7103092001000300,71,03,092,001,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,PANANEKENG,RT 03 LINGKUNGAN II,95811
7103050014200100,71,03,050,014,2001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,LELIPANG,HUTAN LINDUNG,95855
7103100024000100,71,03,100,024,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 01,95856
7103050014000300,71,03,050,014,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,LELIPANG,LINDONGAN 03,95855
7103070003000100,71,03,070,003,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR I,LINDONGAN 01,95857
7103070002000100,71,03,070,002,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR II,LINDONGAN 01,95857
7103091007000400,71,03,091,007,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 04 LINGKUNGAN 2,95815
7103080006000600,71,03,080,006,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,LINDONGAN 06,95853
7103080006000200,71,03,080,006,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,LINDONGAN 02,95853
7103091007000300,71,03,091,007,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 03 LINGKUNGAN 1,95815
7103091007000600,71,03,091,007,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 06 LINGKUNGAN 3,95815
7103060014000200,71,03,060,014,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN,LESABE,LINDONGAN 2,95858
7103070002000200,71,03,070,002,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR II,LINDONGAN 02,95857
7103091007000500,71,03,091,007,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 05 LINGKUNGAN 2,95815
7103090013000800,71,03,090,013,0008,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 08 LINGKUNGAN 4,95811
7103070002000400,71,03,070,002,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR II,LINDONGAN 04,95857
7103100024000200,71,03,100,024,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 02,95856
7103070002000500,71,03,070,002,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR II,LINDONGAN 05,95857
7103061004000200,71,03,061,004,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,SALURANG,LINDONGAN 02,95859
7103080006000400,71,03,080,006,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,LINDONGAN 04,95853
7103070002000300,71,03,070,002,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KULUR II,LINDONGAN 03,95857
7103091007000100,71,03,091,007,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 01 LINGKUNGAN 1,95815
7103092001000600,71,03,092,001,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,PANANEKENG,RT 06 LINGKUNGAN III,95811
7103100024000700,71,03,100,024,0007,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 07,95856
7103050014000100,71,03,050,014,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,LELIPANG,LINDONGAN 01,95855
7103061003000200,71,03,061,003,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,BEENG,LINDONGAN 02,95859
7103050014000200,71,03,050,014,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,LELIPANG,LINDONGAN 02,95855
7103080006000500,71,03,080,006,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KARATUNG II,LINDONGAN 05,95853
7103091007000800,71,03,091,007,0008,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 08 LINGKUNGAN 3,95815
7103091007000900,71,03,091,007,0009,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,RT 09 LINGKUNGAN 2,95815
7103092003000200,71,03,092,003,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,MITUNG,RT 02 LINGKUNGAN I,95817
7103110005100100,71,03,110,005,1001,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,PEMPALARAENG,KEBUN,95852
7103110008000200,71,03,110,008,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,KENDAHE,KAWALUSO,LINDONGAN 02,95852
7103061005000300,71,03,061,005,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGAH,HANGKE,LINDONGAN 03,95859
7103050001000300,71,03,050,001,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,MAHUMU,LINDONGAN 03,95855
7103050001000100,71,03,050,001,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,MAHUMU,LINDONGAN 01,95855
7103100024000600,71,03,100,024,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 06,95856
7103062001000400,71,03,062,001,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN SELATAN TENGGARA,PINTARENG,LINDONGAN 04,95850
7103080005000100,71,03,080,005,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KAUHIS,LINDONGAN 01,95853
7103050001000200,71,03,050,001,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,MAHUMU,LINDONGAN 02,95855
7103100024000300,71,03,100,024,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,LIKUANG,LINDONGAN 03,95856
7103092005000400,71,03,092,005,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,AKEMBAWI,RT 04 LINGKUNGAN II,95818
7103050017000200,71,03,050,017,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,MAHUMU I,LINDONGAN 02,95855
7103090013000900,71,03,090,013,0009,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 09 LINGKUNGAN 5,95811
7103092006000600,71,03,092,006,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,BEHA BARU,RT 06 LINGKUNGAN III,95815
7103091003000800,71,03,091,003,0008,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TIDORE,RT 08 LINGKUNGAN 3,95814
7103102002000200,71,03,102,002,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,KEPULAUAN MARORE,MARORE,LINDONGAN 2,95841
7103041003000200,71,03,041,003,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,KAHAKITANG,LINDONGAN 2,95851
7103090013001100,71,03,090,013,0011,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 11 LINGKUNGAN 6,95811
7103101002000400,71,03,101,002,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,NANEDAKELE,LINDONGAN 004,95842
7103070005000200,71,03,070,005,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KUMA,LINDONGAN 02,95857
7103080005000300,71,03,080,005,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KAUHIS,LINDONGAN 03,95853
7103091003000300,71,03,091,003,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TIDORE,RT 03 LINGKUNGAN 1,95814
7103091003000200,71,03,091,003,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TIDORE,RT 02 LINGKUNGAN 1,95814
7103100012000200,71,03,100,012,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,MALA,LINDONGAN 02,95856
7103100012000400,71,03,100,012,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,MALA,LINDONGAN 04,95856
7103090013000500,71,03,090,013,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 05 LINGKUNGAN 3,95811
7103040011000100,71,03,040,011,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU SELATAN,LAINE,LINDONGAN 1,95854
7103090013000700,71,03,090,013,0007,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,MANENTE,RT 07 LINGKUNGAN 4,95811
7103070005000300,71,03,070,005,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,KUMA,LINDONGAN 03,95857
7103080005000200,71,03,080,005,0002,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KAUHIS,LINDONGAN 02,95853
7103050017000100,71,03,050,017,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,MAHUMU I,LINDONGAN 01,95855
7103080005000400,71,03,080,005,0004,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KAUHIS,LINDONGAN 04,95853
7103091003000100,71,03,091,003,0001,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TIDORE,RT 01 LINGKUNGAN 1,95814
7103092003000600,71,03,092,003,0006,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA BARAT,MITUNG,RT 06 LINGKUNGAN III,95817
7103100012000300,71,03,100,012,0003,SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN UTARA,MALA,LINDONGAN 03,95856
7103080005000500,71,03,080,005,0005,SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,KAUHIS,LINDONGAN 05,95853
